index,need,cpu,graphicard,hardisk,ram,screen
2101,I want to change my old computer and I want a fast computer with reasonable price. I also want it to have nice display and obtain bluetooth.,3,5,3,3,2
2102,I need a light and fast computer with a high-resolution screen.,4,3,3,3,2
2103,"I want a good-looking computer with an awesome keyboard. I also want it to have a precise trackpad, NVME slots and great USB-C charging. ",4,3,3,3,2
2104,I need a light computer.,4,3,3,3,2
2105,I want a light laptop which can startup fast.,4,3,3,3,2
2106,A thin and light computer is preferable.,4,3,3,3,2
2107,A nice packaging and good looking computer would be nice for me.,4,3,3,3,2
2108,The computer should be light.,4,3,3,3,2
2109,I want a light computer but it should have a large screen. The keyboard should have nice clickness and the trackpad should be responsive. Hopefully the computer is fast and has tons of ports. The computer would be even better with a long battery life and a high performance-cost ratio.,4,3,3,3,2
2110,"The computer I will be using should be light and have thin edges. It should also have long battery life. Good processor, good RAM and good hard disk should be installed. The computer should also be fast and modulable. I also hope the sound output and the quality of image to be great. The computer should also run quietly.",4,3,3,3,2
2111,I need a new laptop for grad school and it should be fast and sturdy and great looking. I hope the battery stay excellent and keep cool. The screen should be sharp and light. The touchpad and keyboard should also be good. It would be better to be upgradable.,4,3,3,3,4
2112,"My old computer needs replacement and I want the new computer to come with a quiet keyboard and well spaced, sized keys. It should have the smallest beveling. I hope there will be good colours and contrast on the screen. The price should be reasonable though.",4,3,3,3,4
2113,"I am a performance ethusiatist and so an awesome processor is a must. I also want it to be light and classy. The display should be vibrant, along with some small bezels. The battery life should be long though.",4,3,3,3,4
2114,I am planning an upgrade for my wife and she needs it to be lightweight and fast. The screen should be brilliant. There shouldn't be much bloatware.,4,3,3,3,4
2115,"For my meetings, I need a light computer with a long battery life.",4,3,3,3,4
2116,I want to have a new laptop that is lightweight with a great battery.,4,3,3,3,4
2117,"We need a perfect mobile business laptop and it should be quick, light and thin.",4,3,3,3,4
2118,I need a light and fast computer.,4,3,3,3,4
2119,My old computer is too heavy and doesn't last long so I need a new one.,4,3,3,3,4
2120,"I am in need of a new computer with good build quality, screen and keyboard.",4,3,3,3,4
2121,I am trying to change my perfence in branding and I need a light computer.,4,3,3,3,4
2122,"I go to work via public transportation so it's important for me to have a compact, thin and light laptop. The battery life ought to be impressive. I hope the finish would be fairly fingerprint resistant. I don't want there to be any bloatware.",4,3,3,3,4
2123,I need a strong upgrade from my old computer that is faster and has better screen.,2,5,1,3,2
2124,"I did a lot of researching and I need a new computer that is fast, cheap, light and slim.",2,5,1,3,2
2125,"My old laptop isn't working very well and I need a new one that comes with a good price. I want it to be fast, lightweight and portable. The battery life should be awesome and the screen should be bright for me.",2,5,1,3,2
2126,I will do research on the specs and I need a computer that bootup fast and silently.,2,5,1,3,2
2127,I am looking through the recommendations on Amazon and want to find myself a quick computer.,2,5,1,3,2
2128,I need a new computer for myself that is lightweight and fast. I want a nice display with some chickley keys.,2,5,1,3,2
2129,My old computer was on fritz so I need a new computer that is quick and easy to setup.,2,5,1,3,2
2130,I am trying to upgrade from an old computer that I need the new one to be thinner and lighter and more economical. The keyboard should be responsive and the battery should be decent. O would need to have some USB type C ports and enough RAM on the computer.,2,5,1,3,2
2131,"I am starting my graduate school and I need a laptop that is thin, light and has a great screen display. It would be nice if it comes with a convenient fingerprint scanner. I need it to run quietly and cool.",2,5,1,3,2
2132,I am finding something new to replace my old computer that has a higher portability and better display. The fan should run quietly. The display should be matte with a good viewing angle.,2,5,1,3,2
2133,I am not into waiting so I need a computer that do fast bootup.,2,5,1,3,2
2134,I read a lot of reviews and I decided I would buy a computer that is fast with a budget price.,2,5,1,3,2
2135,I am looking for a new computer that is lightweight and good looking.,2,5,1,3,2
2136,We need a new laptop for CCTV management and it should bootup fast and have a good battery life. A sturdy keyboard is a must.,2,5,1,3,2
2137,I need a fast computer.,2,5,1,3,2
2138,I try to stick to one brand and I am finding a new one with a crisp screen and fast CPU. I need it to be good for typing with a high performance-cost ratio.,2,5,1,3,2
2139,I am using the laptop for internet surfing as I need it to be lightweight and easy to setup.,2,5,1,3,2
2140,I need a definite improvement from my old laptop and I want to be fast without much bloatware. I also want it to be thin and lightweight.,2,5,1,3,2
2141,I need a light computer with a good screen.,2,5,1,3,2
2142,I need everything to be fast including the startup and operating.,2,5,1,3,2
2143,"My old computer is not working and I need a new one that bootup fast. It should be good looking and light so I can carry it around. The screen quality, the sound output and the battery life must be excellent.",2,5,1,3,2
2144,I am finding myself a new computer that has an amazing screen with a high performance-cost ratio.,2,5,1,3,2
2145,"I need a new laptop for work and it should be affordable, fast and sleek.",2,5,1,3,2
2146,I am looking for a new computer that has a sharp screen and a fast hard drive. It should also be thin and light.,2,5,1,3,2
2147,My old computer is not working and I am finding something that is fast and lightweight. It should include a good battery life and a bright screen with a low cost.,2,5,1,3,2
2148,"Screen is the most important element to me so I want it to be sharp. Moreover, I want the computer to be light and compact.",2,5,1,3,2
2149,I am finding a travel laptop for my trip and it must be light and has an amazing battery life with a tiny charger. The screen should be amazing with thin bezels. I hope it is upgradable with a good price. The startup should be fast.,2,5,1,3,2
2150,I need a computer for everyday use that comes with a high performance-cost ratio.,2,5,1,3,2
2151,I use a laptop when I go to school and I need a fast one.,2,5,1,3,2
2152,I did a lot of research and found out having a sharp display is critical to me.,2,5,1,3,2
2153,I need a lightweight and cool looking computer for work.,2,5,1,3,2
2154,I have limited budget and I am finding a computer with fast fingerprint sensor and awesome battery life.,2,5,1,3,2
2155,I am looking for recommendation on a fast computer with fantastic price.,2,5,1,3,2
2156,"My old computer needs replacement and I need the new one to have great display and stylish look. It should be lightweight, fast and economical.",2,5,1,3,2
2157,I need a light computer that is perfect for my business.,2,5,1,3,2
2158,A computer with marvelous screen and good price is what I need right now.,2,5,1,3,2
2159,I am in need of a new computer that is fast and slim.,2,5,1,3,2
2160,I don't enjoy waiting so I need the computer to startup fast.,2,5,1,3,2
2161,I need the processor to be fast and responsive on my next computer.,2,5,1,3,2
2162,I would like to have a light and fast computer.,2,5,1,3,2
2163,I need a great computer for work that comes with a high performance-cost ratio.,2,5,1,3,2
2164,I need a worthy computer with nice configuration.,2,5,1,3,2
2165,I am finding the best computer with a great configuration.,2,5,1,3,2
